M=05,N=10
4347853.000000,98
4025871.000000,117
4225111.000000,139
6257688.000000,136
6745954.000000,100
5516969.000000,161
7864131.000000,109
6870860.000000,100
6522063.000000,111
8501545.000000,114
8968357.000000,110
8290786.000000,131
2448189.000000,78
1971935.000000,118
3316811.000000,100
4254724.000000,102
3920143.000000,96
4199075.000000,119
6165089.000000,100
6713982.000000,120
5513857.000000,133
7735602.000000,115
6847454.000000,101
6376095.000000,208
8402712.000000,114
8822397.000000,135
8168154.000000,115
1105944.000000,546
3625250.000000,705
8620360.000000,742
252518838.000000,63
339.000000,102
324.000000,107
389.000000,101
400.000000,100
363.000000,112
441.000000,104
367.000000,90
361.000000,107
385.000000,69
405.000000,112
227.000000,96
245.000000,99
284.000000,107
291.000000,77
249.000000,76
242.000000,107
205.000000,99
249.000000,91
293.000000,95
258.000000,87
127.000000,100
126.000000,104
125.000000,76
111.000000,84
128.000000,85
128.000000,110
122.000000,88
112.000000,88
120.000000,80
127.000000,69
78.000000,67
85.000000,76
82.000000,77
81.000000,81
70.000000,71
87.000000,81
73.000000,85
82.000000,68
81.000000,71
70.000000,77
2013.000000,95
2060.000000,121
2032.000000,132
2067.000000,90
2039.000000,85
2108.000000,88
2032.000000,80
2074.000000,104
2022.000000,85
2005.000000,108
8190.000000,126
8045.000000,105
8039.000000,134
8139.000000,85
8120.000000,93
8169.000000,121
8208.000000,92
8245.000000,121
8199.000000,89
8099.000000,109
13585.000000,114
13417.000000,112
13461.000000,104
13656.000000,100
13512.000000,105
13571.000000,113
13618.000000,100
13495.000000,150
13590.000000,118
13658.000000,93
112.000000,92
110.000000,71
112.000000,79
106.000000,74
114.000000,99
112.000000,85
110.000000,88
110.000000,76
108.000000,78
110.000000,88
880.000000,151
872.000000,129
882.000000,150
874.000000,168
882.000000,145
870.000000,149
860.000000,118
876.000000,160
862.000000,173
884.000000,164
2384.000000,173
2374.000000,198
2386.000000,164
2364.000000,163
2376.000000,178
2376.000000,191
2378.000000,156
2360.000000,184
2384.000000,205
2354.000000,198
6033914.000000,84
5757868.000000,103
6509837.000000,120
15051133.000000,162
15763716.000000,148
15216916.000000,150
24642322.000000,173
29073704.000000,156
28140615.000000,180
10933215.000000,104
11582216.000000,118
11552046.000000,102
17400528.000000,164
20163226.000000,130
19356566.000000,140
28248503.000000,171
33277578.000000,160
28797909.000000,163
651.000000,77
719.000000,102
672.000000,113
812.000000,86
668.000000,88
643.000000,88
654.000000,95
725.000000,105
721.000000,101
729.000000,136
1646.000000,83
1604.000000,93
1902.000000,83
1627.000000,101
1543.000000,100
1577.000000,118
1472.000000,92
1985.000000,121
1311.000000,96
1752.000000,126
2118.000000,70
2089.000000,86
2716.000000,92
1990.000000,133
2031.000000,122
2433.000000,131
2220.000000,98
2249.000000,92
1843.000000,96
2043.000000,87
