M=30,N=15
1360.000000,1496
1364.000000,1477
7645.000000,2108
7627.000000,2224
7644.000000,2247
7638.000000,2165
2366.000000,1860
11610.000000,1306
2370.000000,2008
2389.000000,1815
2443.000000,1978
6636.000000,1286
6627.000000,1333
6634.000000,1327
6622.000000,1475
6637.000000,1297
6000.000000,1459
6000.000000,1137
11624.000000,1241
5880.000000,2013
3836.000000,1809
3832.000000,1853
3836.000000,1621
3836.000000,1616
11606.000000,1440
2145.000000,1305
1971.000000,1276
1970.000000,1349
2014.000000,1257
127.000000,1141
19102.000000,777
3414.000000,631
133.000000,782
5058.000000,512
6333.000000,844
16464.000000,1107
61087.000000,2492
6063.000000,568
121.000000,803
6213.000000,575
6579.000000,829
23381.000000,1077
99647.000000,2796
6037.000000,782
118.000000,778
6665.000000,695
9261.000000,659
25243.000000,1149
137686.000000,2705
8598.000000,686
118.000000,790
7398.000000,707
10727.000000,675
35594.000000,1103
172491.000000,2632
5737.000000,718
137.000000,1008
7362.000000,811
11626.000000,742
35154.000000,1154
190375.000000,2600
3980.000000,515
117.000000,855
5824.000000,934
14207.000000,722
4541.000000,526
160.000000,946
7225.000000,786
14476.000000,692
11109.000000,695
106.000000,935
16352.000000,724
112.000000,997
15656.000000,678
2457741.000000,881
2031217.000000,936
3355622.000000,794
4356267.000000,795
4037311.000000,850
4239186.000000,1117
6268724.000000,940
6771998.000000,891
5539363.000000,852
7894317.000000,1010
6883613.000000,888
6558077.000000,944
8536903.000000,1001
9056747.000000,1043
8293937.000000,1125
2446174.000000,831
1979650.000000,936
3335814.000000,762
4271465.000000,1091
3942358.000000,866
4204853.000000,917
6200844.000000,839
6726983.000000,998
5547723.000000,1005
7770215.000000,1213
6890246.000000,1096
6387220.000000,1133
8441164.000000,1107
8850277.000000,1010
8223161.000000,1202
1107174.000000,3653
3637330.000000,5181
8619355.000000,5476
252518838.000000,517
340.000000,758
324.000000,822
389.000000,830
400.000000,691
363.000000,881
441.000000,901
367.000000,779
361.000000,732
385.000000,596
405.000000,882
227.000000,766
245.000000,716
284.000000,901
291.000000,664
251.000000,792
242.000000,768
205.000000,721
249.000000,759
293.000000,771
258.000000,683
127.000000,792
126.000000,717
125.000000,695
111.000000,725
128.000000,751
128.000000,886
122.000000,721
112.000000,617
120.000000,714
127.000000,603
79.000000,563
85.000000,668
82.000000,600
81.000000,604
70.000000,662
87.000000,691
73.000000,672
83.000000,575
81.000000,577
70.000000,628
2019.000000,784
2060.000000,701
2032.000000,928
2067.000000,747
2039.000000,751
2108.000000,739
2032.000000,932
2074.000000,799
2022.000000,698
2003.000000,821
8190.000000,872
8045.000000,953
8039.000000,903
8139.000000,709
8125.000000,858
8169.000000,829
8217.000000,903
8249.000000,877
8199.000000,826
8099.000000,655
13585.000000,722
13417.000000,889
13461.000000,758
13656.000000,770
13514.000000,984
13574.000000,988
13640.000000,999
13497.000000,884
13593.000000,875
13658.000000,812
112.000000,754
110.000000,732
112.000000,786
106.000000,701
114.000000,788
112.000000,693
110.000000,738
112.000000,754
108.000000,643
110.000000,646
882.000000,1225
882.000000,1268
890.000000,1337
876.000000,1187
892.000000,1441
876.000000,1347
880.000000,1491
886.000000,1208
872.000000,1267
888.000000,1350
2402.000000,1481
2384.000000,1473
2406.000000,1620
2394.000000,1487
2402.000000,1481
2402.000000,1597
2398.000000,1493
2386.000000,1529
2400.000000,1369
2376.000000,1579
6049461.000000,930
5757868.000000,968
6509837.000000,754
15051133.000000,1286
15752637.000000,1111
15250092.000000,1123
24681231.000000,1307
29220791.000000,1483
28191327.000000,1529
10933215.000000,870
11582216.000000,859
11552046.000000,1046
17425388.000000,1082
20189700.000000,1111
19454087.000000,1185
28248503.000000,1471
33592088.000000,1319
29017402.000000,1146
651.000000,754
719.000000,804
676.000000,870
813.000000,817
668.000000,729
643.000000,783
654.000000,741
725.000000,800
721.000000,757
729.000000,892
1646.000000,880
1606.000000,665
1902.000000,626
1627.000000,839
1545.000000,869
1581.000000,907
1479.000000,747
1985.000000,882
1311.000000,838
1752.000000,788
2118.000000,717
2096.000000,815
2730.000000,947
1990.000000,843
2033.000000,788
2433.000000,880
2220.000000,822
2252.000000,780
1843.000000,803
2043.000000,827
