M=40,N=15
535.000000,835
530.000000,989
533.000000,824
929.000000,852
941.000000,713
934.000000,941
923.000000,1002
932.000000,838
926.000000,997
929.000000,853
929.000000,874
925.000000,1019
923.000000,874
1969.000000,1682
556.000000,1519
552.000000,1506
576.000000,1529
3056.000000,1958
3040.000000,2379
3041.000000,1980
3036.000000,2070
983.000000,1783
900.000000,1865
11619.000000,1700
939.000000,1926
924.000000,1872
13303.000000,2174
13280.000000,1960
13271.000000,1965
13266.000000,2062
13254.000000,1889
3263.000000,1783
3237.000000,2136
3315.000000,1727
11601.000000,1885
3347.000000,2021
3235.000000,1897
1390.000000,2328
1364.000000,2072
1368.000000,1983
7646.000000,3113
7633.000000,3153
7651.000000,3180
7643.000000,3196
2384.000000,2696
11601.000000,1910
2366.000000,2763
2379.000000,2490
2441.000000,2392
6637.000000,1753
6628.000000,1868
6637.000000,1914
6624.000000,1689
6632.000000,1731
6000.000000,1907
6000.000000,1520
11632.000000,1874
5880.000000,2895
3841.000000,2350
3834.000000,2527
3838.000000,2118
3838.000000,2251
11609.000000,1783
2152.000000,1759
1972.000000,1585
1977.000000,1531
2021.000000,1692
115.000000,1560
19102.000000,951
3414.000000,821
133.000000,1005
5058.000000,684
6333.000000,1091
16464.000000,1367
61176.000000,3204
6063.000000,799
121.000000,1055
6213.000000,779
6579.000000,1023
23389.000000,1406
100072.000000,3450
6037.000000,990
118.000000,1024
6665.000000,839
9261.000000,937
25243.000000,1620
137885.000000,3083
8598.000000,906
129.000000,1028
7398.000000,924
10727.000000,1026
35594.000000,1449
172392.000000,3184
5737.000000,986
150.000000,1209
7362.000000,1038
11626.000000,988
35154.000000,1430
190289.000000,3589
3980.000000,684
133.000000,1156
5824.000000,1059
14207.000000,865
4541.000000,707
160.000000,1376
7225.000000,1033
14476.000000,1029
11109.000000,1109
137.000000,1251
16352.000000,978
107.000000,1391
15656.000000,909
2457741.000000,1105
2016778.000000,1343
3352963.000000,1091
4353632.000000,1165
4046999.000000,1192
4240077.000000,1214
6278585.000000,1273
6795365.000000,1157
5551752.000000,1287
7880607.000000,1322
6888742.000000,1088
6566465.000000,1220
8515608.000000,1332
9039253.000000,1317
8283825.000000,1368
2448189.000000,1025
1980555.000000,1224
3333735.000000,1077
4274288.000000,1269
3949317.000000,1191
4201365.000000,1383
6189587.000000,1189
6745176.000000,1289
5542642.000000,1401
7800785.000000,1427
6866538.000000,1420
6410100.000000,1680
8436667.000000,1474
8876391.000000,1444
8206702.000000,1483
1107473.000000,4856
3639415.000000,7234
8612120.000000,6606
252518838.000000,683
340.000000,1056
324.000000,966
389.000000,1164
400.000000,1024
363.000000,1066
441.000000,1039
367.000000,1026
361.000000,1015
385.000000,805
405.000000,1147
227.000000,1017
245.000000,965
284.000000,1134
291.000000,834
251.000000,944
242.000000,1067
205.000000,948
249.000000,994
293.000000,1101
258.000000,916
127.000000,1022
126.000000,893
125.000000,923
111.000000,897
128.000000,978
128.000000,1200
122.000000,949
112.000000,865
120.000000,974
127.000000,740
79.000000,742
85.000000,857
82.000000,808
81.000000,881
70.000000,866
87.000000,875
73.000000,925
83.000000,789
81.000000,764
70.000000,831
2016.000000,1100
2060.000000,1026
2032.000000,1217
2067.000000,1064
2039.000000,977
2108.000000,992
2032.000000,1338
2074.000000,983
2022.000000,894
2005.000000,1214
8190.000000,1057
8045.000000,1308
8039.000000,1247
8139.000000,921
8125.000000,1205
8169.000000,1082
8217.000000,1220
8249.000000,1158
8199.000000,1060
8099.000000,963
13585.000000,1012
13417.000000,1299
13461.000000,1066
13656.000000,1052
13514.000000,1191
13574.000000,1322
13640.000000,1236
13501.000000,1165
13593.000000,1196
13658.000000,1071
112.000000,1071
110.000000,970
112.000000,973
106.000000,960
114.000000,1019
112.000000,971
110.000000,956
112.000000,1010
108.000000,858
110.000000,891
888.000000,1660
880.000000,1695
890.000000,1699
878.000000,1728
892.000000,1565
876.000000,1613
874.000000,1714
890.000000,1752
872.000000,1523
886.000000,1723
2410.000000,1803
2392.000000,1874
2414.000000,2082
2394.000000,2013
2406.000000,2174
2400.000000,1953
2406.000000,2035
2392.000000,2021
2398.000000,2005
2372.000000,1925
6049461.000000,1302
5757868.000000,1278
6509837.000000,957
15051133.000000,1568
15746520.000000,1541
15246194.000000,1586
24671769.000000,1901
29169819.000000,1828
28217489.000000,1872
10933215.000000,1239
11582216.000000,1248
11552046.000000,1513
17434469.000000,1603
20206994.000000,1498
19465383.000000,1488
28255431.000000,1741
33611981.000000,1857
28960992.000000,1715
651.000000,958
719.000000,1063
676.000000,1253
813.000000,1174
668.000000,1006
643.000000,1005
654.000000,971
725.000000,1082
721.000000,1003
729.000000,1061
1646.000000,1189
1606.000000,844
1902.000000,824
1627.000000,1071
1545.000000,1167
1581.000000,1177
1479.000000,958
1986.000000,1143
1311.000000,994
1752.000000,1214
2121.000000,971
2096.000000,1193
2730.000000,1224
1990.000000,1285
2033.000000,1198
2433.000000,1042
2220.000000,1268
2252.000000,1087
1843.000000,1030
2043.000000,954
