M=40,N=05
441.000000,486
367.000000,420
361.000000,511
385.000000,405
405.000000,510
227.000000,495
245.000000,457
284.000000,500
291.000000,413
251.000000,409
242.000000,455
205.000000,428
249.000000,449
293.000000,409
258.000000,366
127.000000,461
126.000000,416
125.000000,483
111.000000,426
128.000000,454
128.000000,509
122.000000,430
112.000000,444
120.000000,435
127.000000,361
79.000000,332
85.000000,427
82.000000,403
81.000000,398
70.000000,370
87.000000,407
73.000000,417
83.000000,349
81.000000,386
70.000000,362
2019.000000,491
2060.000000,451
2032.000000,517
2067.000000,529
2039.000000,469
2108.000000,487
2032.000000,539
2074.000000,474
2022.000000,442
2005.000000,524
8190.000000,522
8045.000000,516
8039.000000,546
8139.000000,488
8120.000000,485
8169.000000,600
8217.000000,550
8249.000000,546
8199.000000,487
8099.000000,480
13585.000000,497
13417.000000,548
13461.000000,476
13656.000000,544
13514.000000,545
13574.000000,526
13640.000000,485
13501.000000,533
13593.000000,562
13658.000000,496
112.000000,413
110.000000,429
112.000000,411
106.000000,401
114.000000,452
112.000000,410
110.000000,402
112.000000,415
108.000000,379
110.000000,383
880.000000,777
880.000000,689
890.000000,751
872.000000,764
890.000000,732
870.000000,740
874.000000,768
882.000000,762
866.000000,658
884.000000,771
2384.000000,880
2378.000000,921
2402.000000,827
2374.000000,877
2392.000000,931
2394.000000,888
2388.000000,826
2380.000000,863
2378.000000,852
2366.000000,832
6049461.000000,570
5757868.000000,619
6509837.000000,450
15051133.000000,788
15763716.000000,738
15242240.000000,707
24634167.000000,821
29155880.000000,794
28085990.000000,853
10933215.000000,555
11582216.000000,540
11552046.000000,610
17434469.000000,724
20151668.000000,670
19385038.000000,692
28104296.000000,741
33532210.000000,765
29056737.000000,765
651.000000,461
719.000000,506
676.000000,552
813.000000,492
668.000000,511
643.000000,467
654.000000,439
725.000000,529
721.000000,474
729.000000,526
1646.000000,507
1606.000000,467
1902.000000,421
1627.000000,473
1545.000000,478
1581.000000,504
1479.000000,495
1984.000000,470
1311.000000,448
1751.000000,485
2121.000000,485
2092.000000,492
2721.000000,542
1990.000000,521
2032.000000,533
2433.000000,426
2220.000000,489
2249.000000,471
1843.000000,453
2043.000000,506
