M=15,N=15
15352.000000,392
19412.000000,404
17290.000000,380
17565.000000,368
19125.000000,440
15868.000000,353
17368.000000,355
18629.000000,392
18649.000000,415
13294.000000,420
12201.000000,481
13067.000000,373
13046.000000,421
12418.000000,396
13867.000000,448
11403.000000,465
12915.000000,416
14068.000000,453
14701.000000,444
10458.000000,400
19049.000000,345
18683.000000,419
18827.000000,444
19302.000000,385
20765.000000,444
20417.000000,390
18482.000000,418
22170.000000,398
19534.000000,440
18195.000000,428
17924.000000,441
18889.000000,404
17816.000000,526
17314.000000,419
19884.000000,435
16817.000000,486
16780.000000,454
18001.000000,444
18303.000000,482
12838.000000,464
28374.000000,427
27089.000000,469
26779.000000,432
29438.000000,501
26911.000000,394
28017.000000,474
29208.000000,393
31209.000000,474
29666.000000,474
25388.000000,490
23842.000000,451
25453.000000,531
25027.000000,541
28023.000000,589
27425.000000,565
26355.000000,561
26146.000000,527
30483.000000,515
27353.000000,530
24659.000000,532
42832.000000,574
48534.000000,533
40773.000000,477
43104.000000,590
43757.000000,620
41482.000000,540
49492.000000,524
46828.000000,581
44502.000000,456
43241.000000,583
23159.000000,770
24076.000000,581
22507.000000,645
22923.000000,662
24649.000000,591
21039.000000,665
22735.000000,742
24095.000000,618
23787.000000,657
20051.000000,652
12565.000000,420
7970.000000,405
11036.000000,377
12723.000000,364
10368.000000,352
9083.000000,414
10210.000000,399
10125.000000,412
11435.000000,436
11455.000000,363
40442.000000,631
45607.000000,714
44597.000000,666
49037.000000,650
41274.000000,712
47914.000000,647
40962.000000,718
46757.000000,785
35552.000000,749
48791.000000,572
130213.000000,1098
115783.000000,1148
128005.000000,1029
130444.000000,1325
129953.000000,1136
125173.000000,1107
121093.000000,1130
121765.000000,1256
122953.000000,1095
120400.000000,1365
3507.000000,289
2098.000000,295
3702.000000,304
4626.000000,274
3544.000000,293
4012.000000,277
3693.000000,306
4520.000000,276
4216.000000,279
3780.000000,352
1430.000000,352
1425.000000,421
1432.000000,352
1424.000000,387
1440.000000,484
1436.000000,371
1434.000000,341
1431.000000,360
1432.000000,469
1430.000000,344
536.000000,313
532.000000,272
529.000000,301
538.000000,330
527.000000,290
533.000000,311
531.000000,342
535.000000,307
530.000000,411
533.000000,273
929.000000,319
941.000000,260
934.000000,368
923.000000,377
932.000000,319
926.000000,369
929.000000,312
929.000000,327
925.000000,455
923.000000,369
1964.000000,585
556.000000,567
550.000000,601
574.000000,500
3051.000000,777
3039.000000,872
3036.000000,801
3036.000000,667
981.000000,692
901.000000,668
11600.000000,683
940.000000,718
914.000000,703
13297.000000,731
13274.000000,762
13261.000000,742
13274.000000,654
13263.000000,637
3263.000000,762
3229.000000,719
3326.000000,704
11582.000000,613
3334.000000,845
3222.000000,739
1386.000000,750
1356.000000,786
1362.000000,754
7640.000000,1178
7631.000000,1174
7651.000000,1097
7631.000000,1056
2369.000000,952
11598.000000,657
2362.000000,1224
2352.000000,999
2448.000000,1007
6634.000000,681
6628.000000,668
6630.000000,651
6632.000000,671
6632.000000,619
6000.000000,794
6000.000000,590
11632.000000,601
5878.000000,1061
3837.000000,732
3833.000000,924
3831.000000,722
3834.000000,761
11619.000000,685
2149.000000,598
1964.000000,714
1974.000000,661
2020.000000,569
79.000000,531
19102.000000,354
3414.000000,304
133.000000,371
5058.000000,256
6333.000000,412
16464.000000,501
60998.000000,1213
6063.000000,301
121.000000,395
6213.000000,299
6579.000000,447
23395.000000,546
99838.000000,1166
6037.000000,359
118.000000,444
6665.000000,369
9261.000000,371
25243.000000,491
137635.000000,1244
8598.000000,352
117.000000,412
7398.000000,324
10727.000000,370
35594.000000,546
172355.000000,974
5737.000000,316
121.000000,465
7362.000000,397
11626.000000,391
35126.000000,422
189869.000000,1322
3980.000000,258
129.000000,453
5824.000000,423
14207.000000,336
4541.000000,263
160.000000,445
7225.000000,431
14476.000000,396
11109.000000,362
116.000000,529
16352.000000,364
87.000000,564
15656.000000,315
2460049.000000,396
2031217.000000,442
3354259.000000,407
4343422.000000,391
4045986.000000,426
4236174.000000,580
6268098.000000,469
6787313.000000,431
5545738.000000,395
7886599.000000,452
6900272.000000,391
6572424.000000,452
8512186.000000,483
9027304.000000,496
8261733.000000,478
2437555.000000,449
1976447.000000,499
3335814.000000,382
4274345.000000,480
3937111.000000,427
4196562.000000,552
6196221.000000,456
6730679.000000,469
5524946.000000,479
7770905.000000,585
6862850.000000,526
6390038.000000,561
8435238.000000,508
8876187.000000,548
8218662.000000,515
1107054.000000,1881
3641360.000000,2838
8604445.000000,2596
252518838.000000,259
340.000000,359
324.000000,375
389.000000,465
400.000000,364
363.000000,385
441.000000,391
367.000000,370
361.000000,355
385.000000,284
405.000000,409
227.000000,333
245.000000,414
284.000000,417
291.000000,346
251.000000,402
242.000000,370
205.000000,356
249.000000,367
293.000000,393
258.000000,335
127.000000,385
126.000000,322
125.000000,346
111.000000,316
128.000000,387
128.000000,421
122.000000,348
112.000000,362
120.000000,358
127.000000,283
78.000000,283
85.000000,356
82.000000,313
81.000000,329
70.000000,317
87.000000,375
73.000000,336
82.000000,278
81.000000,301
70.000000,283
2016.000000,408
2060.000000,388
2032.000000,452
2067.000000,484
2039.000000,360
2108.000000,389
2032.000000,422
2074.000000,415
2022.000000,332
2003.000000,508
8190.000000,406
8045.000000,491
8039.000000,472
8139.000000,370
8125.000000,380
8169.000000,386
8217.000000,423
8249.000000,449
8199.000000,392
8099.000000,342
13585.000000,378
13413.000000,447
13461.000000,405
13656.000000,447
13512.000000,405
13574.000000,503
13640.000000,473
13501.000000,395
13593.000000,467
13658.000000,397
112.000000,439
110.000000,343
112.000000,372
106.000000,351
114.000000,376
112.000000,346
110.000000,360
112.000000,350
108.000000,348
110.000000,341
876.000000,543
880.000000,587
888.000000,667
876.000000,590
890.000000,620
878.000000,652
872.000000,601
888.000000,706
870.000000,741
888.000000,688
2400.000000,713
2386.000000,709
2404.000000,818
2382.000000,739
2400.000000,762
2394.000000,767
2392.000000,805
2400.000000,722
2380.000000,764
2370.000000,802
6049461.000000,524
5757868.000000,481
6509837.000000,457
14972389.000000,607
15763716.000000,514
15253072.000000,586
24703951.000000,835
29149764.000000,607
28249391.000000,748
10933215.000000,433
11582216.000000,439
11552046.000000,567
17434469.000000,573
20160672.000000,549
19465383.000000,578
28241429.000000,771
33432219.000000,641
