M=50,N=10
3838.000000,2007
11605.000000,1494
2154.000000,1537
1971.000000,1524
1969.000000,1527
2014.000000,1498
97.000000,1215
19102.000000,853
3414.000000,723
133.000000,913
5058.000000,607
6333.000000,1039
16458.000000,1458
60999.000000,3277
6063.000000,716
121.000000,961
6213.000000,719
6579.000000,933
23381.000000,1452
99892.000000,3660
6037.000000,943
118.000000,967
6665.000000,832
9261.000000,915
25243.000000,1309
137747.000000,3373
8598.000000,876
129.000000,985
7398.000000,804
10727.000000,933
35594.000000,1458
172494.000000,3437
5737.000000,879
150.000000,1105
7362.000000,918
11626.000000,962
35154.000000,1454
190148.000000,3358
3980.000000,604
129.000000,1060
5824.000000,1055
14207.000000,849
4541.000000,623
128.000000,1188
7225.000000,944
14476.000000,1007
11109.000000,923
116.000000,1116
16352.000000,968
111.000000,1219
15656.000000,889
2457741.000000,963
2031217.000000,1082
3363230.000000,968
4350457.000000,1055
4045986.000000,980
4236046.000000,1248
6285473.000000,1159
6795365.000000,1040
5543749.000000,1087
7855284.000000,1174
6897693.000000,1108
6562949.000000,1112
8517419.000000,1165
9071177.000000,1167
8268572.000000,1311
2448189.000000,1140
1984099.000000,1171
3335814.000000,966
4270972.000000,1117
3945183.000000,1016
4204904.000000,1313
6191295.000000,1202
6730993.000000,1130
5537891.000000,1209
7786018.000000,1613
6889784.000000,1231
6404906.000000,1321
8459140.000000,1253
8868858.000000,1421
8216030.000000,1249
1107309.000000,4596
3641540.000000,6772
8614655.000000,6594
252518838.000000,613
340.000000,983
324.000000,1004
389.000000,985
400.000000,848
363.000000,1032
441.000000,985
367.000000,881
361.000000,998
385.000000,736
405.000000,1093
227.000000,944
245.000000,947
284.000000,1018
291.000000,859
251.000000,849
242.000000,933
205.000000,824
249.000000,941
293.000000,875
258.000000,807
127.000000,984
126.000000,821
125.000000,889
111.000000,874
128.000000,903
128.000000,984
122.000000,831
112.000000,835
120.000000,906
127.000000,697
79.000000,666
85.000000,845
82.000000,770
81.000000,770
70.000000,798
87.000000,796
73.000000,804
83.000000,720
81.000000,747
70.000000,735
2014.000000,1104
2060.000000,1021
2032.000000,1147
2067.000000,936
2039.000000,945
2108.000000,939
2032.000000,1215
2074.000000,945
2022.000000,824
2003.000000,1104
8190.000000,910
8045.000000,1235
8039.000000,1140
8139.000000,925
8125.000000,1016
8169.000000,1117
8217.000000,1022
8249.000000,1088
8199.000000,977
8099.000000,869
13585.000000,1039
13417.000000,1108
13461.000000,1054
13656.000000,1084
13514.000000,1137
13574.000000,1111
13640.000000,1148
13501.000000,1078
13593.000000,1062
13658.000000,941
112.000000,986
110.000000,896
112.000000,908
106.000000,854
114.000000,923
112.000000,791
110.000000,866
112.000000,848
108.000000,820
110.000000,823
880.000000,1526
884.000000,1542
886.000000,1618
876.000000,1528
892.000000,1742
876.000000,1676
874.000000,1575
884.000000,1399
868.000000,1576
892.000000,1600
2390.000000,1701
2388.000000,1776
2424.000000,2016
2380.000000,1828
2398.000000,1914
2394.000000,1995
2394.000000,1845
2392.000000,1855
2394.000000,1685
2370.000000,1828
6049461.000000,1138
5757868.000000,1188
6509837.000000,922
15051133.000000,1561
15760697.000000,1371
15250092.000000,1401
24631375.000000,1758
29139936.000000,1816
28213834.000000,1712
10933215.000000,1039
11582216.000000,1140
11552046.000000,1307
17434469.000000,1518
20189700.000000,1389
19454087.000000,1547
28263046.000000,1758
33611981.000000,1665
28939059.000000,1452
651.000000,879
719.000000,945
676.000000,1077
813.000000,1030
668.000000,906
643.000000,914
654.000000,904
725.000000,1000
721.000000,946
729.000000,1091
1646.000000,1007
1606.000000,838
1902.000000,772
1627.000000,1108
1545.000000,998
1581.000000,1107
1479.000000,894
1987.000000,949
1311.000000,1012
1752.000000,1108
2121.000000,1041
2096.000000,969
2738.000000,1057
1990.000000,1135
2033.000000,1054
2433.000000,993
2220.000000,1016
2249.000000,979
1843.000000,943
2043.000000,902
