M=10,N=10
1436.000000,173
1434.000000,187
1431.000000,162
1431.000000,174
1430.000000,223
536.000000,155
532.000000,136
529.000000,138
538.000000,182
527.000000,143
533.000000,165
531.000000,182
535.000000,154
530.000000,169
533.000000,172
929.000000,172
941.000000,126
934.000000,214
923.000000,159
932.000000,172
926.000000,189
929.000000,171
929.000000,172
925.000000,243
923.000000,174
1957.000000,326
556.000000,306
550.000000,252
574.000000,280
3054.000000,399
3039.000000,401
3039.000000,383
3033.000000,472
986.000000,370
897.000000,346
11564.000000,274
935.000000,369
919.000000,319
13299.000000,372
13271.000000,370
13240.000000,395
13269.000000,394
13242.000000,331
3254.000000,396
3203.000000,344
3323.000000,393
11572.000000,298
3316.000000,404
3228.000000,336
1378.000000,389
1358.000000,362
1362.000000,403
7640.000000,647
7620.000000,547
7646.000000,563
7635.000000,459
2364.000000,390
11601.000000,334
2352.000000,519
2343.000000,476
2430.000000,617
6632.000000,281
6618.000000,305
6614.000000,311
6616.000000,344
6621.000000,359
6000.000000,378
6000.000000,308
11631.000000,381
5878.000000,343
3820.000000,424
3841.000000,399
3825.000000,421
3834.000000,436
11595.000000,372
2135.000000,336
1962.000000,258
1956.000000,232
1993.000000,293
81.000000,276
19102.000000,175
3414.000000,167
133.000000,190
5058.000000,124
6333.000000,229
16464.000000,244
60729.000000,614
6063.000000,144
121.000000,226
6213.000000,139
6579.000000,176
23381.000000,268
99807.000000,672
6037.000000,215
106.000000,200
6665.000000,149
9261.000000,191
25243.000000,310
136749.000000,763
8598.000000,164
117.000000,175
7398.000000,154
10714.000000,155
35559.000000,276
172360.000000,678
5737.000000,189
137.000000,233
7362.000000,223
11626.000000,202
35075.000000,291
190185.000000,884
3980.000000,122
119.000000,269
5824.000000,227
14207.000000,169
4541.000000,131
125.000000,256
7225.000000,196
14476.000000,193
11109.000000,209
101.000000,237
16352.000000,197
67.000000,259
15656.000000,184
2460049.000000,206
2008942.000000,206
3341589.000000,198
4350944.000000,203
4025382.000000,186
4213059.000000,283
6261298.000000,230
6765825.000000,255
5534096.000000,234
7884255.000000,272
6892186.000000,190
6560325.000000,207
8496199.000000,251
8992225.000000,211
8242022.000000,356
2440565.000000,243
1976879.000000,238
3319101.000000,185
4256742.000000,231
3923319.000000,177
4205866.000000,256
6174481.000000,240
6728942.000000,268
5538290.000000,206
7787334.000000,329
6850935.000000,258
6388746.000000,240
8452279.000000,255
8854581.000000,299
8191512.000000,232
1105852.000000,853
3643165.000000,1375
8614215.000000,1164
252518838.000000,121
339.000000,172
324.000000,186
389.000000,230
400.000000,186
363.000000,246
441.000000,168
367.000000,171
361.000000,188
385.000000,151
405.000000,190
227.000000,204
245.000000,193
284.000000,189
291.000000,141
249.000000,177
242.000000,194
205.000000,192
249.000000,175
293.000000,192
258.000000,167
127.000000,165
126.000000,158
125.000000,175
111.000000,204
128.000000,168
128.000000,176
122.000000,170
112.000000,180
120.000000,178
127.000000,141
78.000000,131
85.000000,170
82.000000,139
81.000000,165
70.000000,169
87.000000,181
73.000000,153
83.000000,138
81.000000,145
70.000000,130
2013.000000,202
2060.000000,194
2032.000000,242
2063.000000,198
2039.000000,188
2108.000000,182
2032.000000,224
2074.000000,192
2022.000000,169
2005.000000,181
8190.000000,205
8045.000000,249
8039.000000,231
8139.000000,197
8125.000000,224
8169.000000,212
8213.000000,200
8245.000000,194
8199.000000,175
8099.000000,190
13585.000000,192
13417.000000,248
13461.000000,178
13656.000000,212
13514.000000,226
13574.000000,208
13640.000000,232
13495.000000,229
13593.000000,222
13658.000000,182
112.000000,184
110.000000,201
112.000000,186
106.000000,156
114.000000,200
112.000000,158
110.000000,172
112.000000,180
108.000000,168
110.000000,144
878.000000,373
878.000000,343
888.000000,261
872.000000,335
896.000000,376
864.000000,275
866.000000,291
888.000000,335
866.000000,318
884.000000,293
2386.000000,410
2380.000000,368
2392.000000,316
2376.000000,284
2412.000000,378
2382.000000,358
2380.000000,366
2374.000000,356
2374.000000,360
2362.000000,384
6040697.000000,222
5757868.000000,204
6509837.000000,190
15051133.000000,347
15654929.000000,298
15224690.000000,341
24664103.000000,412
29027665.000000,403
28203934.000000,365
10933215.000000,267
11582216.000000,248
11552046.000000,236
17391259.000000,274
20175912.000000,290
19465383.000000,304
28148023.000000,295
33366356.000000,336
28886634.000000,344
651.000000,180
719.000000,189
676.000000,221
813.000000,204
668.000000,191
643.000000,196
654.000000,158
725.000000,229
721.000000,188
729.000000,187
1646.000000,232
1606.000000,173
1902.000000,174
1627.000000,195
1545.000000,234
1578.000000,191
1472.000000,189
1986.000000,183
1311.000000,250
1752.000000,183
2118.000000,186
2096.000000,217
2718.000000,188
1990.000000,234
2031.000000,180
2433.000000,212
2220.000000,188
2252.000000,217
1843.000000,200
2043.000000,186
