M=50,N=15
15352.000000,1267
19412.000000,1303
17290.000000,1222
17565.000000,1169
19125.000000,1434
15868.000000,1274
17368.000000,1179
18629.000000,1226
18649.000000,1288
13294.000000,1320
12201.000000,1392
13067.000000,1353
13046.000000,1433
12418.000000,1386
13867.000000,1420
11403.000000,1416
12915.000000,1399
14068.000000,1422
14701.000000,1440
10458.000000,1275
19049.000000,1294
18691.000000,1371
18827.000000,1409
19302.000000,1341
20765.000000,1588
20417.000000,1487
18482.000000,1297
22194.000000,1351
19534.000000,1367
18195.000000,1431
17963.000000,1580
18889.000000,1555
17816.000000,1571
17314.000000,1440
19884.000000,1532
16817.000000,1413
16780.000000,1494
18001.000000,1501
18303.000000,1549
12838.000000,1648
28374.000000,1413
27089.000000,1426
26779.000000,1455
29438.000000,1535
26911.000000,1469
28017.000000,1498
29221.000000,1284
31209.000000,1550
29712.000000,1629
25388.000000,1620
23842.000000,1697
25453.000000,1701
25027.000000,1669
28023.000000,1892
27434.000000,1735
26355.000000,1789
26146.000000,1780
30483.000000,1715
27355.000000,1968
24683.000000,1857
42832.000000,1669
48534.000000,1928
40774.000000,1790
43207.000000,1825
43757.000000,1901
41482.000000,1853
49492.000000,1907
46828.000000,1622
44502.000000,1638
43241.000000,1833
23159.000000,2251
24076.000000,2189
22523.000000,2131
22923.000000,2048
24649.000000,2310
21057.000000,2338
22735.000000,2373
24095.000000,2484
23801.000000,2285
20035.000000,2500
12565.000000,1281
7970.000000,1297
11036.000000,1319
12723.000000,1060
10368.000000,1167
9083.000000,1258
10210.000000,1227
10125.000000,1327
11435.000000,1349
11455.000000,1189
40442.000000,2391
45607.000000,2351
44810.000000,2295
49037.000000,2294
41274.000000,2106
47961.000000,2070
41014.000000,1971
46757.000000,2232
35674.000000,2181
48916.000000,2155
130592.000000,3575
115784.000000,4127
128269.000000,3701
130716.000000,4350
129957.000000,3744
125303.000000,4019
121560.000000,3703
121846.000000,3780
123216.000000,3919
120527.000000,3924
3507.000000,1014
2098.000000,961
3702.000000,980
4626.000000,908
3544.000000,1042
4012.000000,956
3693.000000,951
4520.000000,987
4216.000000,960
3780.000000,1154
1430.000000,1214
1425.000000,1343
1432.000000,1111
1424.000000,1535
1440.000000,1340
1436.000000,1318
1434.000000,1168
1431.000000,1201
1432.000000,1475
1430.000000,1206
536.000000,1071
532.000000,958
529.000000,946
538.000000,1313
527.000000,944
533.000000,1013
531.000000,1220
535.000000,1032
530.000000,1214
533.000000,1024
929.000000,1143
941.000000,872
934.000000,1181
923.000000,1233
932.000000,1065
926.000000,1213
929.000000,1083
929.000000,1153
925.000000,1340
923.000000,1178
1966.000000,2118
558.000000,1850
556.000000,2054
582.000000,1835
3057.000000,2796
3043.000000,2926
3045.000000,2566
3041.000000,2577
986.000000,2578
904.000000,2502
11605.000000,2365
938.000000,2479
923.000000,2190
13303.000000,2637
13278.000000,2446
13290.000000,2415
13280.000000,2313
13255.000000,2413
3266.000000,2407
3245.000000,2573
3324.000000,2554
11593.000000,2039
3351.000000,2614
3229.000000,2461
1390.000000,2696
1362.000000,2663
1362.000000,2418
7638.000000,3633
7629.000000,3870
7651.000000,3701
7653.000000,4100
2368.000000,3327
11599.000000,2262
2368.000000,3421
2387.000000,3402
2453.000000,3168
6638.000000,2228
6626.000000,2072
6630.000000,2029
6630.000000,2287
6633.000000,2178
6000.000000,2323
6000.000000,2035
11634.000000,2231
5880.000000,3348
3834.000000,2987
3838.000000,3148
3837.000000,2875
3839.000000,2824
11610.000000,2086
2148.000000,1992
1981.000000,2230
1969.000000,1996
2018.000000,2015
122.000000,2032
19102.000000,1187
3414.000000,1089
133.000000,1200
5058.000000,859
6333.000000,1367
16464.000000,1852
61093.000000,3713
6063.000000,965
121.000000,1358
6213.000000,1000
6579.000000,1360
23395.000000,1750
100115.000000,4481
6037.000000,1331
118.000000,1314
6665.000000,1071
9261.000000,1223
25243.000000,2071
137791.000000,4233
8598.000000,1188
129.000000,1467
7398.000000,1086
10727.000000,1177
35594.000000,1810
172481.000000,4326
5737.000000,1143
150.000000,1467
7362.000000,1223
11626.000000,1265
35154.000000,1736
190398.000000,4341
3980.000000,856
146.000000,1680
5824.000000,1354
14207.000000,1118
4541.000000,875
148.000000,1562
7225.000000,1237
14476.000000,1287
11109.000000,1242
118.000000,1663
16352.000000,1335
120.000000,1764
15656.000000,1191
2454597.000000,1452
2031217.000000,1540
3363230.000000,1336
4354277.000000,1397
4040635.000000,1473
4238485.000000,1786
6271882.000000,1532
6780595.000000,1541
5544552.000000,1463
7877004.000000,1714
6892588.000000,1465
6552954.000000,1592
8542891.000000,1605
9040175.000000,1722
8293867.000000,2039
2448189.000000,1415
1984099.000000,1534
3335814.000000,1307
4268845.000000,1576
3941295.000000,1491
4202595.000000,1765
6196609.000000,1561
6741221.000000,1486
5549014.000000,1879
7787319.000000,1870
6881104.000000,1581
6395678.000000,1894
