M=05,N=05
8199.000000,64
8099.000000,50
13585.000000,70
13411.000000,63
13461.000000,58
13656.000000,75
13512.000000,70
13574.000000,58
13640.000000,64
13495.000000,75
13593.000000,78
13658.000000,57
112.000000,58
110.000000,40
110.000000,56
106.000000,54
114.000000,60
112.000000,49
110.000000,69
110.000000,58
108.000000,46
110.000000,50
878.000000,79
866.000000,108
884.000000,80
872.000000,108
872.000000,92
874.000000,103
864.000000,96
882.000000,111
862.000000,95
882.000000,125
2378.000000,112
2366.000000,129
2372.000000,121
2376.000000,106
2378.000000,127
2368.000000,103
2382.000000,133
2368.000000,108
2380.000000,119
2338.000000,116
6049461.000000,73
5757868.000000,63
6509837.000000,52
15044120.000000,87
15657686.000000,69
15150496.000000,90
24746179.000000,111
29126564.000000,140
28021022.000000,96
10933215.000000,65
11419570.000000,72
11543850.000000,69
17413770.000000,102
20214949.000000,91
19405735.000000,74
27725145.000000,119
33567306.000000,131
28652535.000000,103
651.000000,56
719.000000,59
670.000000,75
812.000000,62
668.000000,64
643.000000,55
654.000000,65
725.000000,57
721.000000,61
729.000000,53
1635.000000,59
1604.000000,55
1902.000000,55
1627.000000,61
1545.000000,61
1577.000000,51
1472.000000,51
1980.000000,58
1305.000000,59
1752.000000,61
2118.000000,44
2085.000000,65
2716.000000,56
1990.000000,56
2031.000000,63
2433.000000,64
2220.000000,64
2238.000000,57
1843.000000,62
2043.000000,55
