M=30,N=10
8199.000000,640
8099.000000,564
13585.000000,624
13417.000000,708
13461.000000,625
13656.000000,596
13514.000000,611
13574.000000,694
13640.000000,722
13501.000000,686
13593.000000,701
13658.000000,569
112.000000,539
110.000000,524
112.000000,569
106.000000,493
114.000000,547
112.000000,517
110.000000,508
112.000000,525
108.000000,511
110.000000,473
878.000000,897
880.000000,1063
890.000000,1019
874.000000,958
888.000000,912
874.000000,1025
872.000000,932
890.000000,994
872.000000,877
888.000000,882
2394.000000,1120
2384.000000,1118
2406.000000,1159
2378.000000,1009
2396.000000,1064
2386.000000,1082
2396.000000,990
2388.000000,1078
2384.000000,1040
2364.000000,1067
6049461.000000,672
5757868.000000,705
6509837.000000,581
15051133.000000,860
15751559.000000,886
15258941.000000,815
24697132.000000,1047
29060042.000000,983
28230585.000000,1107
10933215.000000,696
11582216.000000,745
11552046.000000,760
17434469.000000,819
20163621.000000,792
19475011.000000,947
28268065.000000,880
33518158.000000,948
29023126.000000,893
651.000000,537
719.000000,582
676.000000,584
813.000000,625
668.000000,600
643.000000,582
654.000000,529
725.000000,545
721.000000,537
729.000000,610
1646.000000,599
1606.000000,478
1902.000000,481
1627.000000,596
1545.000000,560
1581.000000,702
1479.000000,551
1985.000000,549
1311.000000,643
1752.000000,742
2121.000000,592
2096.000000,636
2721.000000,664
1990.000000,609
2032.000000,620
2433.000000,534
2220.000000,642
2249.000000,594
1843.000000,591
2043.000000,559
